"Bacteria","scenario","climate_zone","period","relative_change_pct","lower_95ci_pct","upper_95ci_pct","n_years","n_draws","Scenario_Label"
"CR-Pa","ssp245","Temperate Zone","2050s",11.2735936912336,4.16665572703416,19.2971993683694,10,1000,"SSP2-4.5"
"CR-Pa","ssp245","Polar Zone","2050s",38.3912351913715,29.6705989619881,47.649810711056,10,1000,"SSP2-4.5"
"CR-Pa","ssp370","Tropical Zone","2050s",37.5790939913417,29.5667313979496,46.2807914425677,10,1000,"SSP3-7.0"
"CR-Pa","ssp370","Temperate Zone","2050s",12.2803864301477,6.63122482640649,18.9971763932493,10,1000,"SSP3-7.0"
"CR-Pa","ssp370","Polar Zone","2050s",38.6234190421577,27.4525356194624,49.2661313694988,10,1000,"SSP3-7.0"
"CR-Pa","ssp585","Tropical Zone","2050s",37.3593432172654,29.9374600402089,44.6885697823814,10,1000,"SSP5-8.5"
"CR-Pa","ssp585","Temperate Zone","2050s",14.0660850952848,7.93965659785486,21.5855516310985,10,1000,"SSP5-8.5"
"CR-Pa","ssp585","Polar Zone","2050s",39.424315450963,28.2185259125353,51.2267330761423,10,1000,"SSP5-8.5"
"CR-Pa","ssp126","Tropical Zone","2090s",30.6817131681491,22.573339912416,39.288113335702,10,1000,"SSP1-2.6"
"CR-Pa","ssp126","Temperate Zone","2090s",7.23293018849144,0.404143180181671,14.5213337335999,10,1000,"SSP1-2.6"
"CR-Pa","ssp126","Polar Zone","2090s",35.2892223612758,24.859097146051,43.5900762670101,10,1000,"SSP1-2.6"
"CR-Pa","ssp245","Tropical Zone","2090s",33.4333620866603,25.326384943726,41.3368184626913,10,1000,"SSP2-4.5"
"CR-Pa","ssp245","Temperate Zone","2090s",13.0982286382367,6.23632026648689,21.2810149521726,10,1000,"SSP2-4.5"
